nconf;datareg;codall;regione;provincia;comune;Sezione ;specie;materiale;ceppo;antibiotico;ris
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Ampicillina;R
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefalexina;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefazolina;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Ceftiofur;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Colistina;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Enrofloxacin;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Eritromicina;R
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Florfenicolo;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Gentamicina;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Kanamicina;R
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Oxacillina;R
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Penicillina;R
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Spectinomicina;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Tetraciclina;S
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Tilmicosina;R
105.197;17/04/2018;133BS213;Lombardia;BS;Palazzolo Sull'Oglio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;ANIMALE VIVO/CARCASSA;Escherichia coli;Trimetoprim + Sulfonamidi;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Amikacina;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Amoxicillina + Ac.Clavulanico;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Ampicillina;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Cefalotina;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Cefpodoxime;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Clindamicina;R
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Cloramfenicolo;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Enrofloxacin;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Eritromicina;R
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Gentamicina;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Kanamicina;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Nitrofurantoina;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Penicillina;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Rifampicina;S
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Tetraciclina;R
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Tilmicosina;R
110.927;20/04/2018;;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANARINO;ANIMALE VIVO/CARCASSA;Staphylococcus aureus;Trimetoprim + Sulfonamidi;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Amoxicillina + Ac.Clavulanico;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Ampicillina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Cefalotina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Ceftiofur;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Enrofloxacin;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Eritromicina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Kanamicina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Oxacillina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Penicillina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Pirlimicina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Rifampicina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Sulfisoxazolo;R
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Tetraciclina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Tilmicosina;S
111.851;23/04/2018;246BG266;Lombardia;BG;Zogno;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Trimetoprim + Sulfonamidi;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Acido Nalidixico;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Amoxicillina + Ac.Clavulanico;I
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Ampicillina;I
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Cefalexina;R
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Cefazolina;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Ceftiofur;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Colistina;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Enrofloxacin;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Eritromicina;R
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Florfenicolo;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Gentamicina;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Kanamicina;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Oxacillina;R
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Penicillina;R
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Spectinomicina;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Tetraciclina;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Tilmicosina;S
112.706;23/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;FECI;Escherichia coli;Trimetoprim + Sulfonamidi;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ampicillina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefalotina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ceftiofur;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Enrofloxacin;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Eritromicina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Kanamicina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Oxacillina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Penicillina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Pirlimicina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Rifampicina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Sulfisoxazolo;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tetraciclina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tilmicosina;S
113.978;24/04/2018;;Lombardia;BS;Darfo Boario Terme;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Amikacina;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Amoxicillina + Ac.Clavulanico;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Ampicillina;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Cefazolina;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Cefpodoxime;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Clindamicina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Cloramfenicolo;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Enrofloxacin;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Eritromicina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Gentamicina;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Kanamicina;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Nitrofurantoina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Penicillina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Rifampicina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Tetraciclina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Tilmicosina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. proteus;Trimetoprim + Sulfonamidi;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Amikacina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Amoxicillina + Ac.Clavulanico;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Ampicillina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Cefazolina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Cefpodoxime;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Clindamicina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Cloramfenicolo;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Enrofloxacin;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Eritromicina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Gentamicina;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Kanamicina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Nitrofurantoina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Penicillina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Rifampicina;S
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Tetraciclina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Tilmicosina;R
114.175;24/04/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Trimetoprim + Sulfonamidi;R
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Amikacina;S
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Amoxicillina + Ac.Clavulanico;I
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Ampicillina;R
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefazolina;I
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefpodoxime;S
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Clindamicina;R
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Cloramfenicolo;S
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Enrofloxacin;S
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Eritromicina;R
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Gentamicina;S
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Kanamicina;S
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Nitrofurantoina;S
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Penicillina;R
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Rifampicina;I
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Tetraciclina;R
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Tilmicosina;R
114.231;24/04/2018;;Lombardia;LC;Paderno d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ANIMALE VIVO/CARCASSA;Escherichia coli;Trimetoprim + Sulfonamidi;S
115.627;26/04/2018;;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Amoxicillina + Ac.Clavulanico;S
